ID,Group,Type,Matrix,Mineralisation Style,SuperCRM,Status,Catalogue File Name,Ag,Ag Method,Al,Al Method,As,As Method,Au,Au Method,B,B Method,Ba,Ba Method,Be,Be Method,Bi,Bi Method,Ca,Ca Method,Cd,Cd Method,Ce,Ce Method,Cl,Cl Method,Co,Co Method,Cr,Cr Method,Cs,Cs Method,Cu,Cu Method,Dy,Dy Method,Er,Er Method,Eu,Eu Method,Fe,Fe Method,Ga,Ga Method,Gd,Gd Method,Ge,Ge Method,Hf,Hf Method,Hg,Hg Method,Ho,Ho Method,In,In Method,Ir,Ir Method,K,K Method,La,La Method,Li,Li Method,Lu,Lu Method,Mg,Mg Method,Mn,Mn Method,Mo,Mo Method,Na,Na Method,Nb,Nb Method,Nd,Nd Method,Ni,Ni Method,P,P Method,Pb,Pb Method,Pd,Pd Method,Pr,Pr Method,Pt,Pt Method,Rb,Rb Method,Re,Re Method,Rh,Rh Method,Ru,Ru Method,S,S Method,Sb,Sb Method,Sc,Sc Method,Se,Se Method,Si,Si Method,Sm,Sm Method,Sn,Sn Method,Sr,Sr Method,Ta,Ta Method,Tb,Tb Method,Te,Te Method,Th,Th Method,Ti,Ti Method,Tl,Tl Method,Tm,Tm Method,U,U Method,V,V Method,W,W Method,Y,Y Method,Yb,Yb Method,Zn,Zn Method,Zr,Zr Method
OREAS0724,Graphite,primary,granodiorite,crystalline vein,no,Current,oreas-catalogue-2023-11-03.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0725,Graphite,primary,granodiorite,crystalline vein,no,Current,oreas-catalogue-2023-11-03.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0072a,Ni sulphide ore,primary,mineralised ultramafic,komatiite-hosted nickel sulphide,no,Archived,oreas-catalogue-2023-11-03.csv,,,72507,4-Acid Digestion,14.7,4-Acid Digestion,0.006,Pb Fire Assay,,,,,,,,,,,,,,,,,157,4-Acid Digestion,228,4-Acid Digestion,,,316,4-Acid Digestion,,,,,,,96300,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,40524,4-Acid Digestion,,,,,,,,,,,6920,Borate / Peroxide Fusion ICP,,,,,0.041,Pb Fire Assay,,,0.036,Pb Fire Assay,,,,,,,,,17400,4-Acid Digestion,,,,,,,228576,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0072b,Ni sulphide ore,primary,mineralised ultramafic,komatiite-hosted nickel sulphide,yes,Current,oreas-catalogue-2023-11-03.csv,0.23,4-Acid Digestion,47900,4-Acid Digestion,146,4-Acid Digestion,,,,,330,4-Acid Digestion,1.02,4-Acid Digestion,0.68,4-Acid Digestion,27900,4-Acid Digestion,0.31,4-Acid Digestion,44,4-Acid Digestion,,,131,4-Acid Digestion,961,Borate Fusion XRF,3.37,4-Acid Digestion,222,4-Acid Digestion,2.74,Borate / Peroxide Fusion ICP,1.69,Borate / Peroxide Fusion ICP,0.74,Borate / Peroxide Fusion ICP,68400,4-Acid Digestion,11.7,4-Acid Digestion,2.75,Borate / Peroxide Fusion ICP,,,2.51,4-Acid Digestion,,,0.56,Borate / Peroxide Fusion ICP,0.049,4-Acid Digestion,,,11400,4-Acid Digestion,24,4-Acid Digestion,33,4-Acid Digestion,,,95900,4-Acid Digestion,1010,4-Acid Digestion,4.01,4-Acid Digestion,10100,4-Acid Digestion,5.5,4-Acid Digestion,16.9,Borate / Peroxide Fusion ICP,7086,Borate Fusion XRF,260,4-Acid Digestion,14.9,4-Acid Digestion,,,4.79,Borate / Peroxide Fusion ICP,,,47,Borate / Peroxide Fusion ICP,,,,,,,14900,4-Acid Digestion,0.87,4-Acid Digestion,12.8,4-Acid Digestion,,,239200,Borate Fusion XRF,2.99,Borate / Peroxide Fusion ICP,1.43,4-Acid Digestion,64,4-Acid Digestion,0.43,4-Acid Digestion,0.44,4-Acid Digestion,,,11.3,4-Acid Digestion,2160,4-Acid Digestion,0.35,4-Acid Digestion,0.26,Borate / Peroxide Fusion ICP,4.68,4-Acid Digestion,77,Borate / Peroxide Fusion ICP,4.02,4-Acid Digestion,12.8,4-Acid Digestion,1.64,Borate / Peroxide Fusion ICP,99,4-Acid Digestion,88,4-Acid Digestion
OREAS0739,"Alumina, Concentrates",oxide,concentrate,gamma alumina,no,Current,oreas-catalogue-2023-11-03.csv,,,521841,Borate Fusion XRF,,,,,,,,,,,,,222,Borate Fusion XRF,,,,,,,,,1.765,Borate Fusion XRF,,,,,,,,,,,63,Borate Fusion XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,2.788,Borate Fusion XRF,,,2930,Borate Fusion XRF,,,,,,,4.364,Borate Fusion XRF,,,,,,,,,,,,,,,,,,,,,,,,,56,Borate Fusion XRF,,,,,,,,,,,,,,,17.98,Borate Fusion XRF,,,,,,,,,,,,,,,,,,
OREAS0073a,Ni sulphide ore,primary,mineralised ultramafic,komatiite-hosted nickel sulphide,no,Archived,oreas-catalogue-2023-11-03.csv,,,12808,4-Acid Digestion,25,4-Acid Digestion,0.014,Pb Fire Assay,,,,,,,,,,,,,,,,,286,4-Acid Digestion,1668,4-Acid Digestion,,,877,4-Acid Digestion,,,,,,,92000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,196590,4-Acid Digestion,,,,,,,,,,,14400,Borate / Peroxide Fusion ICP,,,,,0.078,Pb Fire Assay,,,0.064,Pb Fire Assay,,,,,,,,,33100,4-Acid Digestion,,,,,,,170146,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0073b,Ni sulphide ore,primary,mineralised ultramafic,komatiite-hosted nickel sulphide,yes,Current,oreas-catalogue-2023-11-03.csv,0.371,4-Acid Digestion,38700,4-Acid Digestion,293,4-Acid Digestion,,,,,205,4-Acid Digestion,,,1.13,4-Acid Digestion,31600,4-Acid Digestion,0.41,4-Acid Digestion,30,4-Acid Digestion,,,240,4-Acid Digestion,1172,Borate Fusion XRF,3.02,4-Acid Digestion,447,4-Acid Digestion,2.14,Borate / Peroxide Fusion ICP,1.31,Borate / Peroxide Fusion ICP,0.62,Borate / Peroxide Fusion ICP,86200,4-Acid Digestion,9.34,4-Acid Digestion,,,,,1.73,4-Acid Digestion,,,0.45,Borate / Peroxide Fusion ICP,0.058,4-Acid Digestion,,,6210,4-Acid Digestion,16.6,4-Acid Digestion,27,4-Acid Digestion,,,117200,4-Acid Digestion,1160,4-Acid Digestion,,,7820,4-Acid Digestion,4.13,4-Acid Digestion,11.9,Borate / Peroxide Fusion ICP,15044,Borate Fusion XRF,230,4-Acid Digestion,17.2,4-Acid Digestion,,,3.37,Borate / Peroxide Fusion ICP,,,31,Borate / Peroxide Fusion ICP,,,,,,,29400,4-Acid Digestion,1.33,4-Acid Digestion,12.7,4-Acid Digestion,,,208900,Borate Fusion XRF,2.22,Borate / Peroxide Fusion ICP,1.28,4-Acid Digestion,69,4-Acid Digestion,0.31,4-Acid Digestion,0.36,Borate / Peroxide Fusion ICP,,,6.94,4-Acid Digestion,1920,4-Acid Digestion,0.41,4-Acid Digestion,0.19,Borate / Peroxide Fusion ICP,2.1,4-Acid Digestion,73,Borate / Peroxide Fusion ICP,4.62,4-Acid Digestion,10.9,4-Acid Digestion,1.21,Borate / Peroxide Fusion ICP,114,4-Acid Digestion,64,4-Acid Digestion
OREAS0074a,Ni sulphide ore,primary,mineralised ultramafic,komatiite-hosted nickel sulphide,no,Archived,oreas-catalogue-2023-11-03.csv,,,11644,4-Acid Digestion,50,4-Acid Digestion,0.021,Pb Fire Assay,,,,,,,,,,,,,,,,,554,4-Acid Digestion,1303,4-Acid Digestion,,,1178,4-Acid Digestion,,,,,,,138000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,169453,4-Acid Digestion,,,,,,,,,,,32400,Borate / Peroxide Fusion ICP,,,,,0.172,Pb Fire Assay,,,0.223,Pb Fire Assay,,,,,,,,,77300,4-Acid Digestion,,,,,,,151449,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0074b,Ni sulphide ore,primary,mineralised ultramafic,komatiite-hosted nickel sulphide,yes,Current,oreas-catalogue-2023-11-03.csv,0.568,4-Acid Digestion,35800,4-Acid Digestion,603,4-Acid Digestion,,,,,213,4-Acid Digestion,0.81,4-Acid Digestion,1.35,4-Acid Digestion,30700,4-Acid Digestion,0.6,4-Acid Digestion,34,4-Acid Digestion,,,490,4-Acid Digestion,981,Borate Fusion XRF,2.97,4-Acid Digestion,998,4-Acid Digestion,1.96,Borate / Peroxide Fusion ICP,1.18,Borate / Peroxide Fusion ICP,0.53,Borate / Peroxide Fusion ICP,123200,4-Acid Digestion,9.03,4-Acid Digestion,1.9,Borate / Peroxide Fusion ICP,,,1.87,4-Acid Digestion,,,0.4,Borate / Peroxide Fusion ICP,0.067,4-Acid Digestion,,,7290,4-Acid Digestion,18.8,4-Acid Digestion,28,4-Acid Digestion,,,93100,4-Acid Digestion,910,4-Acid Digestion,,,7190,4-Acid Digestion,4.2,4-Acid Digestion,11.9,Borate / Peroxide Fusion ICP,33933,Borate Fusion XRF,190,4-Acid Digestion,25,4-Acid Digestion,,,3.39,Borate / Peroxide Fusion ICP,,,31,Borate / Peroxide Fusion ICP,0.007,4-Acid Digestion,,,,,66100,Borate / Peroxide Fusion ICP,2.69,4-Acid Digestion,10.2,4-Acid Digestion,4.64,4-Acid Digestion,193600,Borate Fusion XRF,2.23,Borate / Peroxide Fusion ICP,1.44,4-Acid Digestion,56,4-Acid Digestion,0.33,4-Acid Digestion,0.31,Borate / Peroxide Fusion ICP,,,8.28,4-Acid Digestion,1560,4-Acid Digestion,0.59,4-Acid Digestion,0.19,Borate / Peroxide Fusion ICP,2.45,4-Acid Digestion,62,Borate / Peroxide Fusion ICP,4.75,4-Acid Digestion,9.93,4-Acid Digestion,1.23,Borate / Peroxide Fusion ICP,136,4-Acid Digestion,65,4-Acid Digestion
OREAS0750,Li ore,primary,pegmatite,pegmatitic,yes,Current,oreas-catalogue-2023-11-03.csv,,,54200,4-Acid Digestion,13.3,4-Acid Digestion,,,,,432,4-Acid Digestion,38,4-Acid Digestion,1,4-Acid Digestion,8280,4-Acid Digestion,0.58,4-Acid Digestion,33,4-Acid Digestion,,,3.99,4-Acid Digestion,28,4-Acid Digestion,23,4-Acid Digestion,20,4-Acid Digestion,1.66,4-Acid Digestion,0.65,4-Acid Digestion,0.6,4-Acid Digestion,16700,4-Acid Digestion,13,4-Acid Digestion,2.57,4-Acid Digestion,0.1,4-Acid Digestion,1.34,4-Acid Digestion,,,0.3,4-Acid Digestion,0.026,4-Acid Digestion,,,16900,4-Acid Digestion,15.7,4-Acid Digestion,2318,4-Acid Digestion,0.078,4-Acid Digestion,3150,4-Acid Digestion,380,4-Acid Digestion,2.17,4-Acid Digestion,15300,4-Acid Digestion,21,4-Acid Digestion,14.1,4-Acid Digestion,,,700,4-Acid Digestion,13.8,4-Acid Digestion,,,4.01,4-Acid Digestion,,,253,Peroxide Fusion ICP,,,,,,,730,4-Acid Digestion,0.42,4-Acid Digestion,3.72,4-Acid Digestion,,,371284,Borate Fusion XRF,3.26,Peroxide Fusion ICP,25,4-Acid Digestion,74,4-Acid Digestion,9.78,4-Acid Digestion,0.35,4-Acid Digestion,,,6.71,4-Acid Digestion,1580,4-Acid Digestion,1.45,4-Acid Digestion,0.099,4-Acid Digestion,4.24,4-Acid Digestion,28,Peroxide Fusion ICP,5.46,4-Acid Digestion,7.26,4-Acid Digestion,0.57,4-Acid Digestion,65,4-Acid Digestion,31,4-Acid Digestion
OREAS0751,Li ore,primary,pegmatite,pegmatitic,yes,Current,oreas-catalogue-2023-11-03.csv,,,80100,4-Acid Digestion,10.3,4-Acid Digestion,,,,,414,4-Acid Digestion,97,4-Acid Digestion,1.77,4-Acid Digestion,7420,4-Acid Digestion,1.14,4-Acid Digestion,29,4-Acid Digestion,,,3.81,4-Acid Digestion,31,4-Acid Digestion,49,4-Acid Digestion,32,4-Acid Digestion,1.75,4-Acid Digestion,0.6,4-Acid Digestion,0.61,4-Acid Digestion,16200,4-Acid Digestion,18.8,4-Acid Digestion,2.43,4-Acid Digestion,4.8,Peroxide Fusion ICP,2.01,4-Acid Digestion,,,0.27,4-Acid Digestion,,,,,24100,4-Acid Digestion,14.3,4-Acid Digestion,4636,4-Acid Digestion,0.07,4-Acid Digestion,2870,4-Acid Digestion,650,4-Acid Digestion,3.27,4-Acid Digestion,24700,4-Acid Digestion,39,4-Acid Digestion,14.4,4-Acid Digestion,,,1240,4-Acid Digestion,19.2,4-Acid Digestion,,,3.66,4-Acid Digestion,,,496,Peroxide Fusion ICP,,,,,,,600,4-Acid Digestion,0.61,4-Acid Digestion,3.41,4-Acid Digestion,,,333889,Borate Fusion XRF,3,Peroxide Fusion ICP,54,4-Acid Digestion,79,4-Acid Digestion,27,4-Acid Digestion,0.34,4-Acid Digestion,,,6.07,4-Acid Digestion,1440,4-Acid Digestion,2.82,4-Acid Digestion,0.088,4-Acid Digestion,6.81,4-Acid Digestion,26,Peroxide Fusion ICP,6.98,4-Acid Digestion,6.82,4-Acid Digestion,0.5,4-Acid Digestion,93,4-Acid Digestion,36,4-Acid Digestion
OREAS0752,Li ore,primary,pegmatite,pegmatitic,yes,Current,oreas-catalogue-2023-11-03.csv,,,79400,4-Acid Digestion,13.7,4-Acid Digestion,,,,,58,4-Acid Digestion,154,4-Acid Digestion,2.47,4-Acid Digestion,1990,4-Acid Digestion,1.57,4-Acid Digestion,3,4-Acid Digestion,,,1.22,4-Acid Digestion,,,70,4-Acid Digestion,36,4-Acid Digestion,0.34,4-Acid Digestion,0.13,4-Acid Digestion,,,8350,4-Acid Digestion,17.8,4-Acid Digestion,0.36,Peroxide Fusion ICP,6.37,Peroxide Fusion ICP,2.05,4-Acid Digestion,,,0.05,4-Acid Digestion,,,,,20800,4-Acid Digestion,1.5,4-Acid Digestion,6969,4-Acid Digestion,,,440,4-Acid Digestion,790,4-Acid Digestion,3.12,4-Acid Digestion,27000,4-Acid Digestion,53,4-Acid Digestion,1.42,4-Acid Digestion,,,1400,4-Acid Digestion,16.2,4-Acid Digestion,,,0.38,4-Acid Digestion,,,659,Peroxide Fusion ICP,,,,,,,420,4-Acid Digestion,0.71,4-Acid Digestion,0.5,4-Acid Digestion,,,341274,Borate Fusion XRF,0.4,Peroxide Fusion ICP,79,4-Acid Digestion,36,4-Acid Digestion,42,4-Acid Digestion,0.063,4-Acid Digestion,,,0.95,4-Acid Digestion,160,4-Acid Digestion,3.86,4-Acid Digestion,,,7.9,4-Acid Digestion,,,5.26,4-Acid Digestion,1.52,4-Acid Digestion,,,98,4-Acid Digestion,24,4-Acid Digestion
OREAS0753,Li ore,primary,pegmatite,pegmatitic,yes,Current,oreas-catalogue-2023-11-03.csv,,,82200,4-Acid Digestion,5.33,4-Acid Digestion,,,,,18.2,4-Acid Digestion,118,4-Acid Digestion,2.2,4-Acid Digestion,1130,4-Acid Digestion,1.54,4-Acid Digestion,0.79,Peroxide Fusion ICP,,,0.96,4-Acid Digestion,21,4-Acid Digestion,64,4-Acid Digestion,18.4,4-Acid Digestion,0.15,4-Acid Digestion,0.048,4-Acid Digestion,,,8390,4-Acid Digestion,16.1,4-Acid Digestion,0.14,Peroxide Fusion ICP,6.58,Peroxide Fusion ICP,1.06,4-Acid Digestion,,,0.017,4-Acid Digestion,,,,,19300,4-Acid Digestion,0.36,4-Acid Digestion,9849,4-Acid Digestion,,,110,4-Acid Digestion,740,4-Acid Digestion,3.32,4-Acid Digestion,21600,4-Acid Digestion,36,4-Acid Digestion,0.28,4-Acid Digestion,,,1110,4-Acid Digestion,10.9,4-Acid Digestion,,,0.087,Peroxide Fusion ICP,,,618,Peroxide Fusion ICP,,,,,,,140,4-Acid Digestion,0.27,4-Acid Digestion,0.1,4-Acid Digestion,,,344500,Borate Fusion XRF,0.11,Peroxide Fusion ICP,84,4-Acid Digestion,26,4-Acid Digestion,20,4-Acid Digestion,,,,,0.26,4-Acid Digestion,40,4-Acid Digestion,3.67,4-Acid Digestion,,,5.83,4-Acid Digestion,,,5.62,4-Acid Digestion,0.65,4-Acid Digestion,,,87,4-Acid Digestion,11.4,4-Acid Digestion
OREAS0075a,Ni sulphide ore,primary,mineralised ultramafic,komatiite-hosted nickel sulphide,no,Current,oreas-catalogue-2023-11-03.csv,,,10479,4-Acid Digestion,78,4-Acid Digestion,0.034,Pb Fire Assay,,,,,,,,,,,,,,,,,855,4-Acid Digestion,1122,4-Acid Digestion,,,1930,4-Acid Digestion,,,,,,,190000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,136286,4-Acid Digestion,,,,,,,,,,,52500,Borate / Peroxide Fusion ICP,,,,,0.28,Pb Fire Assay,,,0.353,Pb Fire Assay,,,,,,,,,126000,4-Acid Digestion,,,,,,,127610,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0075b,Ni sulphide ore,primary,mineralised ultramafic,komatiite-hosted nickel sulphide,yes,Current,oreas-catalogue-2023-11-03.csv,0.839,4-Acid Digestion,28500,4-Acid Digestion,974,4-Acid Digestion,,,,,171,4-Acid Digestion,0.64,4-Acid Digestion,1.84,4-Acid Digestion,30200,4-Acid Digestion,0.77,4-Acid Digestion,37,4-Acid Digestion,,,741,4-Acid Digestion,942,Borate Fusion XRF,2.69,4-Acid Digestion,1541,4-Acid Digestion,2.17,Borate / Peroxide Fusion ICP,1.15,Borate / Peroxide Fusion ICP,0.79,Borate / Peroxide Fusion ICP,171700,4-Acid Digestion,7,4-Acid Digestion,,,,,1.33,4-Acid Digestion,,,0.42,Borate / Peroxide Fusion ICP,,,,,4340,4-Acid Digestion,19.7,4-Acid Digestion,21,4-Acid Digestion,,,88000,4-Acid Digestion,930,4-Acid Digestion,,,5720,4-Acid Digestion,4.41,4-Acid Digestion,14.4,Borate / Peroxide Fusion ICP,53825,Borate Fusion XRF,170,4-Acid Digestion,33,Borate / Peroxide Fusion ICP,,,3.84,Borate / Peroxide Fusion ICP,,,21,Borate / Peroxide Fusion ICP,0.011,4-Acid Digestion,,,,,95900,4-Acid Digestion,5.11,4-Acid Digestion,8.95,4-Acid Digestion,6.75,4-Acid Digestion,156700,Borate Fusion XRF,2.79,Borate / Peroxide Fusion ICP,1.43,4-Acid Digestion,64,4-Acid Digestion,0.28,4-Acid Digestion,0.38,Borate / Peroxide Fusion ICP,,,8.08,4-Acid Digestion,1400,4-Acid Digestion,0.68,4-Acid Digestion,0.19,Borate / Peroxide Fusion ICP,1.68,4-Acid Digestion,57,Borate / Peroxide Fusion ICP,4.67,4-Acid Digestion,10.6,4-Acid Digestion,1.11,Borate / Peroxide Fusion ICP,149,4-Acid Digestion,49,4-Acid Digestion
OREAS0076a,Ni sulphide ore,primary,mineralised ultramafic,komatiite-hosted nickel sulphide,no,Current,oreas-catalogue-2023-11-03.csv,,,9050,4-Acid Digestion,107,4-Acid Digestion,0.041,Pb Fire Assay,,,,,,,,,,,,,,,,,1191,4-Acid Digestion,872,4-Acid Digestion,,,2848,4-Acid Digestion,,,,,,,250000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,100104,4-Acid Digestion,,,,,,,,,,,74000,Borate / Peroxide Fusion ICP,,,,,0.403,Pb Fire Assay,,,0.701,Pb Fire Assay,,,,,,,,,172000,4-Acid Digestion,,,,,,,101433,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0076b,Ni sulphide ore,primary,mineralised ultramafic,komatiite-hosted nickel sulphide,yes,Current,oreas-catalogue-2023-11-03.csv,1.14,4-Acid Digestion,26300,4-Acid Digestion,1394,4-Acid Digestion,,,,,154,Borate / Peroxide Fusion ICP,0.59,4-Acid Digestion,2.47,4-Acid Digestion,30900,4-Acid Digestion,0.95,4-Acid Digestion,30,4-Acid Digestion,,,1067,4-Acid Digestion,663,Borate Fusion XRF,2.38,Borate / Peroxide Fusion ICP,2278,4-Acid Digestion,1.59,Borate / Peroxide Fusion ICP,0.95,Borate / Peroxide Fusion ICP,0.44,Borate / Peroxide Fusion ICP,218400,4-Acid Digestion,6.34,4-Acid Digestion,1.75,Borate / Peroxide Fusion ICP,,,1.45,4-Acid Digestion,,,0.32,Borate / Peroxide Fusion ICP,0.095,4-Acid Digestion,,,5000,4-Acid Digestion,17.1,4-Acid Digestion,22,4-Acid Digestion,,,58500,4-Acid Digestion,760,4-Acid Digestion,,,5410,4-Acid Digestion,3.68,4-Acid Digestion,10.6,Borate / Peroxide Fusion ICP,77800,Borate Fusion XRF,110,4-Acid Digestion,45,4-Acid Digestion,,,3.06,Borate / Peroxide Fusion ICP,,,23,Borate / Peroxide Fusion ICP,0.015,4-Acid Digestion,,,,,154500,Borate / Peroxide Fusion ICP,6.27,4-Acid Digestion,6.46,4-Acid Digestion,9.11,4-Acid Digestion,137400,Borate Fusion XRF,1.94,Borate / Peroxide Fusion ICP,1.49,4-Acid Digestion,44,4-Acid Digestion,0.3,4-Acid Digestion,0.29,Borate / Peroxide Fusion ICP,,,7.19,4-Acid Digestion,1030,4-Acid Digestion,1,4-Acid Digestion,,,2.19,4-Acid Digestion,46,Borate / Peroxide Fusion ICP,3.84,4-Acid Digestion,7.98,4-Acid Digestion,0.94,Borate / Peroxide Fusion ICP,178,4-Acid Digestion,49,4-Acid Digestion
OREAS0077a,Ni sulphide ore,primary,mineralised ultramafic,komatiite-hosted nickel sulphide,no,Current,oreas-catalogue-2023-11-03.csv,,,7674,4-Acid Digestion,154,4-Acid Digestion,0.061,Pb Fire Assay,,,,,,,,,,,,,,,,,1714,4-Acid Digestion,709,4-Acid Digestion,,,4311,4-Acid Digestion,,,,,,,343000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,43720,4-Acid Digestion,,,,,,,,,,,107100,Borate / Peroxide Fusion ICP,,,,,0.566,Pb Fire Assay,,,1.088,Pb Fire Assay,,,,,,,,,244000,4-Acid Digestion,,,,,,,62169,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0077b,Ni sulphide ore,primary,mineralised ultramafic,komatiite-hosted nickel sulphide,yes,Current,oreas-catalogue-2023-11-03.csv,1.62,4-Acid Digestion,19400,4-Acid Digestion,2054,4-Acid Digestion,,,,,118,4-Acid Digestion,0.47,4-Acid Digestion,3.44,4-Acid Digestion,30600,4-Acid Digestion,1.2,4-Acid Digestion,28,4-Acid Digestion,,,1551,4-Acid Digestion,280,4-Acid Digestion,2.32,4-Acid Digestion,3426,4-Acid Digestion,1.33,Borate / Peroxide Fusion ICP,0.81,Borate / Peroxide Fusion ICP,0.38,Borate / Peroxide Fusion ICP,298500,4-Acid Digestion,4.61,4-Acid Digestion,1.51,Borate / Peroxide Fusion ICP,,,1.15,4-Acid Digestion,,,0.27,Borate / Peroxide Fusion ICP,0.11,4-Acid Digestion,,,3610,4-Acid Digestion,15.8,4-Acid Digestion,18.8,4-Acid Digestion,,,25900,4-Acid Digestion,640,4-Acid Digestion,,,4340,4-Acid Digestion,3.26,4-Acid Digestion,9.4,Borate / Peroxide Fusion ICP,112435,Borate Fusion XRF,,,61,4-Acid Digestion,,,2.89,Borate / Peroxide Fusion ICP,,,18.3,Borate / Peroxide Fusion ICP,0.022,4-Acid Digestion,,,,,222200,Borate / Peroxide Fusion ICP,9.1,4-Acid Digestion,3.51,4-Acid Digestion,,,92400,Borate Fusion XRF,1.66,Borate / Peroxide Fusion ICP,1.59,4-Acid Digestion,34,4-Acid Digestion,0.28,4-Acid Digestion,0.24,Borate / Peroxide Fusion ICP,,,6.61,4-Acid Digestion,640,4-Acid Digestion,1.37,4-Acid Digestion,,,1.71,4-Acid Digestion,,,3.07,4-Acid Digestion,6.55,4-Acid Digestion,0.8,Borate / Peroxide Fusion ICP,205,4-Acid Digestion,38,4-Acid Digestion
OREAS0078,Concentrates,primary,sulphide,komatiite-hosted nickel sulphide,no,Current,oreas-catalogue-2023-11-03.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0007Ca,Au (coarse) drill chips,oxide,greywacke,shear-hosted orogenic gold,no,Archived,oreas-catalogue-2023-11-03.csv,,,,,,,2.54,Pb Fire Assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0007Pa,"Au >1 ppm, Au only",primary,greywacke,shear-hosted orogenic gold,no,Archived,oreas-catalogue-2023-11-03.csv,,,,,,,3,Pb Fire Assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0007Pb,Au >1 ppm,oxide,greywacke,shear-hosted orogenic gold,no,Archived,oreas-catalogue-2023-11-03.csv,,,,,,,2.77,Pb Fire Assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
